city_name,clouds_all,dt,dt_iso,lat,lon,main_dew_point,main_feels_like,main_humidity,main_pressure,main_temp,main_temp_max,main_temp_min,rain_1h,rain_3h,snow_1h,snow_3h,timezone,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_gust,wind_speed
Patagonia,100,1722470400,2024-08-01 00:00:00 +0000 UTC,-41.810147,-68.906269,1.55,5.55,63,1001,8.16,8.52,7.59,,,,,-10800,overcast clouds,04n,804,Clouds,3,,4.41
Patagonia,100,1722474000,2024-08-01 01:00:00 +0000 UTC,-41.810147,-68.906269,1.68,4.62,67,1003,7.4,8.21,6.28,,,,,-10800,overcast clouds,04n,804,Clouds,350,,4.38
Patagonia,100,1722477600,2024-08-01 02:00:00 +0000 UTC,-41.810147,-68.906269,1.82,4.33,69,1003,7.12,7.88,6.13,,,,,-10800,overcast clouds,04n,804,Clouds,345,,4.27
Patagonia,100,1722481200,2024-08-01 03:00:00 +0000 UTC,-41.810147,-68.906269,2.16,3.33,75,1003,6.26,7.01,5.43,,,,,-10800,overcast clouds,04n,804,Clouds,345,,4.14
Patagonia,99,1722484800,2024-08-01 04:00:00 +0000 UTC,-41.810147,-68.906269,2.21,3.03,77,1003,5.93,6.75,5.11,,,,,-10800,overcast clouds,04n,804,Clouds,346,,3.94
Patagonia,100,1722488400,2024-08-01 05:00:00 +0000 UTC,-41.810147,-68.906269,2.4,2.39,81,1003,5.39,6.22,4.65,,,,,-10800,overcast clouds,04n,804,Clouds,342,,3.91
Patagonia,99,1722492000,2024-08-01 06:00:00 +0000 UTC,-41.810147,-68.906269,2.67,2.29,84,1003,5.15,5.89,4.31,,,,,-10800,overcast clouds,04n,804,Clouds,341,,3.58
Patagonia,99,1722495600,2024-08-01 07:00:00 +0000 UTC,-41.810147,-68.906269,3.21,2.41,88,1002,5.03,5.75,4.12,,,,,-10800,overcast clouds,04n,804,Clouds,341,,3.19
Patagonia,100,1722499200,2024-08-01 08:00:00 +0000 UTC,-41.810147,-68.906269,3.15,2.03,90,1002,4.65,5.42,3.72,,,,,-10800,overcast clouds,04n,804,Clouds,341,,3.07
Patagonia,85,1722502800,2024-08-01 09:00:00 +0000 UTC,-41.810147,-68.906269,3.08,2.21,91,1002,4.42,5.21,3.52,,,,,-10800,overcast clouds,04n,804,Clouds,337,,2.5
Patagonia,67,1722506400,2024-08-01 10:00:00 +0000 UTC,-41.810147,-68.906269,2.07,0.68,93,1002,3.09,3.88,2.2,,,,,-10800,broken clouds,04n,803,Clouds,316,,2.46
Patagonia,40,1722510000,2024-08-01 11:00:00 +0000 UTC,-41.810147,-68.906269,1.59,2.91,91,1002,2.91,3.87,1.89,,,,,-10800,scattered clouds,03n,802,Clouds,68,,1.03
Patagonia,82,1722513600,2024-08-01 12:00:00 +0000 UTC,-41.810147,-68.906269,1.47,0.29,93,1002,2.49,3.32,1.59,0.23,,,,-10800,light rain,10d,500,Rain,59,,2.14
Patagonia,100,1722517200,2024-08-01 13:00:00 +0000 UTC,-41.810147,-68.906269,2.54,0.51,93,1002,3.56,4.37,2.62,,,,,-10800,overcast clouds,04d,804,Clouds,55,,3.36
Patagonia,100,1722520800,2024-08-01 14:00:00 +0000 UTC,-41.810147,-68.906269,3.89,2.98,88,1002,5.72,6.41,4.83,,,,,-10800,overcast clouds,04d,804,Clouds,48,,3.6
Patagonia,100,1722524400,2024-08-01 15:00:00 +0000 UTC,-41.810147,-68.906269,4.68,4.36,85,1001,7.03,7.75,6.34,0.33,,,,-10800,light rain,10d,500,Rain,47,,3.99
Patagonia,100,1722528000,2024-08-01 16:00:00 +0000 UTC,-41.810147,-68.906269,5.43,4.13,90,1000,6.96,7.73,6.05,0.65,,,,-10800,light rain,10d,500,Rain,36,,4.27
Patagonia,100,1722531600,2024-08-01 17:00:00 +0000 UTC,-41.810147,-68.906269,6.13,3.95,93,999,7.18,8.11,6.15,0.73,,,,-10800,light rain,10d,500,Rain,23,,5.27
Patagonia,100,1722535200,2024-08-01 18:00:00 +0000 UTC,-41.810147,-68.906269,5.73,4.61,85,996,8.1,9.31,7,0.57,,,,-10800,light rain,10d,500,Rain,14,,6.66
Patagonia,100,1722538800,2024-08-01 19:00:00 +0000 UTC,-41.810147,-68.906269,4.43,4.71,76,994,8.41,9.65,7.41,,,,,-10800,overcast clouds,04d,804,Clouds,10,,7.62
Patagonia,100,1722542400,2024-08-01 20:00:00 +0000 UTC,-41.810147,-68.906269,2.86,4.61,68,993,8.42,9.68,7.28,,,,,-10800,overcast clouds,04d,804,Clouds,6,,8.04
Patagonia,100,1722546000,2024-08-01 21:00:00 +0000 UTC,-41.810147,-68.906269,3.07,8.69,62,993,10.01,10.58,9.5,0.11,,,,-10800,light rain,10d,500,Rain,5,,8.17
Patagonia,100,1722549600,2024-08-01 22:00:00 +0000 UTC,-41.810147,-68.906269,2.98,5.24,66,995,8.98,10.12,7.95,0.2,,,,-10800,light rain,10n,500,Rain,359,,8.41
Patagonia,100,1722553200,2024-08-01 23:00:00 +0000 UTC,-41.810147,-68.906269,3.06,4.94,67,994,8.84,9.82,7.51,0.13,,,,-10800,light rain,10n,500,Rain,355,,8.88
Patagonia,100,1722556800,2024-08-02 00:00:00 +0000 UTC,-41.810147,-68.906269,3.98,5.89,68,995,9.59,9.98,9.38,,,,,-10800,overcast clouds,04n,804,Clouds,352,,9.02
Patagonia,100,1722560400,2024-08-02 01:00:00 +0000 UTC,-41.810147,-68.906269,3.44,6.08,65,994,9.69,10.07,9.42,,,,,-10800,overcast clouds,04n,804,Clouds,350,,8.78
Patagonia,100,1722564000,2024-08-02 02:00:00 +0000 UTC,-41.810147,-68.906269,3.25,5.6,66,995,9.27,10.13,7.99,,,,,-10800,overcast clouds,04n,804,Clouds,349,,8.49
Patagonia,100,1722567600,2024-08-02 03:00:00 +0000 UTC,-41.810147,-68.906269,3.26,5.15,68,996,8.83,9.62,7.59,,,,,-10800,overcast clouds,04n,804,Clouds,347,,8.01
Patagonia,100,1722571200,2024-08-02 04:00:00 +0000 UTC,-41.810147,-68.906269,3.44,4.24,73,996,7.98,8.74,6.76,,,,,-10800,overcast clouds,04n,804,Clouds,344,,7.33
Patagonia,100,1722574800,2024-08-02 05:00:00 +0000 UTC,-41.810147,-68.906269,3.37,2.92,79,997,6.75,7.56,5.64,,,,,-10800,overcast clouds,04n,804,Clouds,340,,6.53
Patagonia,100,1722578400,2024-08-02 06:00:00 +0000 UTC,-41.810147,-68.906269,3.58,2.28,85,997,5.9,6.69,4.8,,,,,-10800,overcast clouds,04n,804,Clouds,338,,5.4
Patagonia,100,1722582000,2024-08-02 07:00:00 +0000 UTC,-41.810147,-68.906269,3.54,2.4,86,996,5.7,6.57,4.79,,,,,-10800,overcast clouds,04n,804,Clouds,334,,4.6
Patagonia,100,1722585600,2024-08-02 08:00:00 +0000 UTC,-41.810147,-68.906269,3.29,2.15,87,997,5.27,6.12,4.42,,,,,-10800,overcast clouds,04n,804,Clouds,325,,4.08
Patagonia,95,1722589200,2024-08-02 09:00:00 +0000 UTC,-41.810147,-68.906269,3.55,2.12,90,997,5.05,5.89,4.3,,,,,-10800,overcast clouds,04n,804,Clouds,312,,3.67
Patagonia,91,1722592800,2024-08-02 10:00:00 +0000 UTC,-41.810147,-68.906269,3.33,2.59,90,998,4.83,5.72,4.07,,,,,-10800,overcast clouds,04n,804,Clouds,283,,2.63
Patagonia,73,1722596400,2024-08-02 11:00:00 +0000 UTC,-41.810147,-68.906269,3.23,2.59,92,998,4.41,5.24,3.64,,,,,-10800,broken clouds,04n,803,Clouds,296,,2.09
Patagonia,63,1722600000,2024-08-02 12:00:00 +0000 UTC,-41.810147,-68.906269,2.59,1.49,93,1000,3.61,4.41,2.92,,,,,-10800,broken clouds,04d,803,Clouds,329,,2.25
Patagonia,19,1722603600,2024-08-02 13:00:00 +0000 UTC,-41.810147,-68.906269,3,2.29,92,1000,4.18,5.02,3.49,,,,,-10800,few clouds,02d,801,Clouds,345,,2.12
Patagonia,49,1722607200,2024-08-02 14:00:00 +0000 UTC,-41.810147,-68.906269,3.04,2.93,84,1001,5.52,6.33,4.79,,,,,-10800,scattered clouds,03d,802,Clouds,325,,3.29
Patagonia,33,1722610800,2024-08-02 15:00:00 +0000 UTC,-41.810147,-68.906269,2.92,3.68,77,1000,6.66,7.56,5.76,,,,,-10800,scattered clouds,03d,802,Clouds,304,,4.43
Patagonia,47,1722614400,2024-08-02 16:00:00 +0000 UTC,-41.810147,-68.906269,2.42,4.29,69,999,7.74,8.65,6.71,,,,,-10800,scattered clouds,03d,802,Clouds,300,,6.23
Patagonia,48,1722618000,2024-08-02 17:00:00 +0000 UTC,-41.810147,-68.906269,2.66,5.1,66,999,8.65,9.53,7.58,,,,,-10800,scattered clouds,03d,802,Clouds,295,,7.36
Patagonia,28,1722621600,2024-08-02 18:00:00 +0000 UTC,-41.810147,-68.906269,2.18,5.65,62,998,9.07,9.96,8.01,,,,,-10800,scattered clouds,03d,802,Clouds,292,,7.31
Patagonia,36,1722625200,2024-08-02 19:00:00 +0000 UTC,-41.810147,-68.906269,1.82,5.5,61,999,8.93,9.9,7.82,,,,,-10800,scattered clouds,03d,802,Clouds,294,,7.22
Patagonia,45,1722628800,2024-08-02 20:00:00 +0000 UTC,-41.810147,-68.906269,1.53,4.7,63,1000,8.14,9.11,7.04,,,,,-10800,scattered clouds,03d,802,Clouds,297,,6.52
Patagonia,37,1722632400,2024-08-02 21:00:00 +0000 UTC,-41.810147,-68.906269,1.38,3.84,66,1001,7.3,8.28,6.23,,,,,-10800,scattered clouds,03d,802,Clouds,300,,5.94
Patagonia,43,1722636000,2024-08-02 22:00:00 +0000 UTC,-41.810147,-68.906269,0.72,1.5,73,1002,5.16,6.21,4.05,,,,,-10800,scattered clouds,03n,802,Clouds,296,,5.08
Patagonia,26,1722639600,2024-08-02 23:00:00 +0000 UTC,-41.810147,-68.906269,0.79,1.16,76,1003,4.65,5.66,3.62,,,,,-10800,scattered clouds,03n,802,Clouds,304,,4.49
Patagonia,12,1722643200,2024-08-03 00:00:00 +0000 UTC,-41.810147,-68.906269,0.65,0.49,79,1004,3.96,4.89,2.96,,,,,-10800,few clouds,02n,801,Clouds,310,,4.15
Patagonia,2,1722646800,2024-08-03 01:00:00 +0000 UTC,-41.810147,-68.906269,0.58,-0.06,81,1004,3.53,4.47,2.62,,,,,-10800,sky is clear,01n,800,Clear,311,,4.19
Patagonia,4,1722650400,2024-08-03 02:00:00 +0000 UTC,-41.810147,-68.906269,0.76,-0.67,84,1005,3.2,4.08,2.37,,,,,-10800,sky is clear,01n,800,Clear,312,,4.55
Patagonia,16,1722654000,2024-08-03 03:00:00 +0000 UTC,-41.810147,-68.906269,0.77,-1.28,86,1005,2.88,3.75,2.13,,,,,-10800,few clouds,02n,801,Clouds,309,,4.93
Patagonia,3,1722657600,2024-08-03 04:00:00 +0000 UTC,-41.810147,-68.906269,0.74,-1.71,87,1006,2.68,3.55,1.92,,,,,-10800,sky is clear,01n,800,Clear,304,,5.29
Patagonia,0,1722661200,2024-08-03 05:00:00 +0000 UTC,-41.810147,-68.906269,0.24,-2.45,87,1006,2.18,3.05,1.44,,,,,-10800,sky is clear,01n,800,Clear,300,,5.5
Patagonia,0,1722664800,2024-08-03 06:00:00 +0000 UTC,-41.810147,-68.906269,0.32,-2.49,87,1006,2.26,3.11,1.48,,,,,-10800,sky is clear,01n,800,Clear,295,,5.8
Patagonia,2,1722668400,2024-08-03 07:00:00 +0000 UTC,-41.810147,-68.906269,0.04,-2.75,86,1006,2.13,2.99,1.34,,,,,-10800,sky is clear,01n,800,Clear,290,,6.01
Patagonia,1,1722672000,2024-08-03 08:00:00 +0000 UTC,-41.810147,-68.906269,-0.33,-3.1,85,1006,1.87,2.7,1.1,,,,,-10800,sky is clear,01n,800,Clear,288,,6.06
Patagonia,1,1722675600,2024-08-03 09:00:00 +0000 UTC,-41.810147,-68.906269,-0.11,-3.15,87,1006,1.8,2.61,1.01,,,,,-10800,sky is clear,01n,800,Clear,286,,5.96
Patagonia,11,1722679200,2024-08-03 10:00:00 +0000 UTC,-41.810147,-68.906269,-0.58,-3.83,87,1006,1.26,2.11,0.44,,,,,-10800,few clouds,02n,801,Clouds,282,,5.96
Patagonia,10,1722682800,2024-08-03 11:00:00 +0000 UTC,-41.810147,-68.906269,-0.63,-3.94,88,1007,1.05,1.92,0.26,,,,,-10800,sky is clear,01n,800,Clear,278,,5.63
Patagonia,11,1722686400,2024-08-03 12:00:00 +0000 UTC,-41.810147,-68.906269,-0.8,-3.75,86,1008,1.17,2.05,0.32,,,,,-10800,few clouds,02d,801,Clouds,273,,5.57
Patagonia,3,1722690000,2024-08-03 13:00:00 +0000 UTC,-41.810147,-68.906269,-0.53,-2.31,82,1008,2.15,3.06,1.17,,,,,-10800,sky is clear,01d,800,Clear,272,,5.15
Patagonia,6,1722693600,2024-08-03 14:00:00 +0000 UTC,-41.810147,-68.906269,-0.97,-1.5,73,1009,3.27,4.29,2.17,,,,,-10800,sky is clear,01d,800,Clear,270,,6.47
Patagonia,29,1722697200,2024-08-03 15:00:00 +0000 UTC,-41.810147,-68.906269,-1.52,-0.92,65,1009,4.27,5.34,3.06,0.1,,,,-10800,light rain,10d,500,Rain,262,,8.44
Patagonia,30,1722700800,2024-08-03 16:00:00 +0000 UTC,-41.810147,-68.906269,-2.15,-0.44,60,1009,4.66,5.79,3.36,,,,,-10800,scattered clouds,03d,802,Clouds,261,,8.54
Patagonia,55,1722704400,2024-08-03 17:00:00 +0000 UTC,-41.810147,-68.906269,-1.39,0.42,61,1010,5.33,6.43,4.09,0.27,,,,-10800,light rain,10d,500,Rain,264,,8.6
Patagonia,78,1722708000,2024-08-03 18:00:00 +0000 UTC,-41.810147,-68.906269,-1.79,1.55,56,1009,6.08,7.29,4.77,,,,,-10800,broken clouds,04d,803,Clouds,268,,8.1
Patagonia,89,1722711600,2024-08-03 19:00:00 +0000 UTC,-41.810147,-68.906269,-1.93,1.63,56,1009,5.91,7.1,4.69,,,,,-10800,overcast clouds,04d,804,Clouds,270,,7.14
Patagonia,82,1722715200,2024-08-03 20:00:00 +0000 UTC,-41.810147,-68.906269,-1.81,1.6,57,1010,5.8,7.03,4.49,,,,,-10800,broken clouds,04d,803,Clouds,270,,6.83
Patagonia,44,1722718800,2024-08-03 21:00:00 +0000 UTC,-41.810147,-68.906269,-1.77,1.41,59,1010,5.35,6.54,4.05,,,,,-10800,scattered clouds,03d,802,Clouds,274,,5.83
Patagonia,43,1722722400,2024-08-03 22:00:00 +0000 UTC,-41.810147,-68.906269,-0.65,0.39,70,1012,4.24,5.36,3.09,,,,,-10800,scattered clouds,03n,802,Clouds,274,,4.99
Patagonia,37,1722726000,2024-08-03 23:00:00 +0000 UTC,-41.810147,-68.906269,-0.07,0.39,75,1012,3.94,5.03,2.91,,,,,-10800,scattered clouds,03n,802,Clouds,276,,4.29
Patagonia,38,1722729600,2024-08-04 00:00:00 +0000 UTC,-41.810147,-68.906269,-0.27,-0.35,78,1013,3.15,4.17,2.26,,,,,-10800,scattered clouds,03n,802,Clouds,280,,3.9
Patagonia,57,1722733200,2024-08-04 01:00:00 +0000 UTC,-41.810147,-68.906269,-0.21,-0.84,81,1013,2.69,3.7,1.91,,,,,-10800,broken clouds,04n,803,Clouds,284,,3.79
Patagonia,52,1722736800,2024-08-04 02:00:00 +0000 UTC,-41.810147,-68.906269,-0.28,-1.61,85,1014,1.93,2.91,1.18,,,,,-10800,broken clouds,04n,803,Clouds,290,,3.56
Patagonia,29,1722740400,2024-08-04 03:00:00 +0000 UTC,-41.810147,-68.906269,-0.5,-1.77,86,1015,1.52,2.46,0.62,,,,,-10800,scattered clouds,03n,802,Clouds,300,,3.11
Patagonia,23,1722744000,2024-08-04 04:00:00 +0000 UTC,-41.810147,-68.906269,-0.4,-1.85,87,1015,1.47,2.34,0.49,,,,,-10800,few clouds,02n,801,Clouds,310,,3.14
Patagonia,39,1722747600,2024-08-04 05:00:00 +0000 UTC,-41.810147,-68.906269,-0.15,-1.97,89,1016,1.44,2.25,0.48,,,,,-10800,scattered clouds,03n,802,Clouds,315,,3.25
Patagonia,57,1722751200,2024-08-04 06:00:00 +0000 UTC,-41.810147,-68.906269,-0.31,-2.58,91,1016,0.95,1.75,0.07,,,,,-10800,broken clouds,04n,803,Clouds,316,,3.27
Patagonia,76,1722754800,2024-08-04 07:00:00 +0000 UTC,-41.810147,-68.906269,-0.46,-2.98,92,1016,0.62,1.5,-0.22,,,,,-10800,broken clouds,04n,803,Clouds,314,,3.27
Patagonia,98,1722758400,2024-08-04 08:00:00 +0000 UTC,-41.810147,-68.906269,-0.04,-2.12,93,1016,0.96,1.74,0.16,,,,,-10800,overcast clouds,04n,804,Clouds,310,,2.75
Patagonia,99,1722762000,2024-08-04 09:00:00 +0000 UTC,-41.810147,-68.906269,-0.04,-2.09,92,1016,1.1,1.96,0.38,,,,,-10800,overcast clouds,04n,804,Clouds,307,,2.9
Patagonia,100,1722765600,2024-08-04 10:00:00 +0000 UTC,-41.810147,-68.906269,0.37,-0.9,89,1016,1.99,2.9,1.21,,,,,-10800,overcast clouds,04n,804,Clouds,301,,2.75
Patagonia,100,1722769200,2024-08-04 11:00:00 +0000 UTC,-41.810147,-68.906269,0.2,-0.57,88,1016,1.97,2.88,1.18,,,,,-10800,overcast clouds,04n,804,Clouds,297,,2.38
Patagonia,100,1722772800,2024-08-04 12:00:00 +0000 UTC,-41.810147,-68.906269,0.1,-0.23,88,1017,1.87,2.74,1.15,,,,,-10800,overcast clouds,04d,804,Clouds,304,,1.96
Patagonia,100,1722776400,2024-08-04 13:00:00 +0000 UTC,-41.810147,-68.906269,0.26,-0.02,87,1017,2.2,3.01,1.51,,,,,-10800,overcast clouds,04d,804,Clouds,338,,2.11
Patagonia,99,1722780000,2024-08-04 14:00:00 +0000 UTC,-41.810147,-68.906269,1.04,1.22,83,1017,3.65,4.47,3,,,,,-10800,overcast clouds,04d,804,Clouds,342,,2.59
Patagonia,98,1722783600,2024-08-04 15:00:00 +0000 UTC,-41.810147,-68.906269,1.4,2.56,76,1017,5.28,6.19,4.49,,,,,-10800,overcast clouds,04d,804,Clouds,342,,3.41
Patagonia,96,1722787200,2024-08-04 16:00:00 +0000 UTC,-41.810147,-68.906269,1.91,3.76,72,1016,6.59,7.47,5.68,,,,,-10800,overcast clouds,04d,804,Clouds,339,,4.09
Patagonia,97,1722790800,2024-08-04 17:00:00 +0000 UTC,-41.810147,-68.906269,1.39,4.25,66,1015,7.31,8.22,6.27,,,,,-10800,overcast clouds,04d,804,Clouds,334,,4.95
Patagonia,98,1722794400,2024-08-04 18:00:00 +0000 UTC,-41.810147,-68.906269,0.92,4.29,62,1014,7.73,8.79,6.57,,,,,-10800,overcast clouds,04d,804,Clouds,328,,6.21
Patagonia,100,1722798000,2024-08-04 19:00:00 +0000 UTC,-41.810147,-68.906269,0.14,3.95,60,1013,7.39,8.57,6.08,,,,,-10800,overcast clouds,04d,804,Clouds,324,,5.95
Patagonia,100,1722801600,2024-08-04 20:00:00 +0000 UTC,-41.810147,-68.906269,0.52,4.2,63,1013,7.08,8.2,5.85,,,,,-10800,overcast clouds,04d,804,Clouds,322,,4.43
Patagonia,99,1722805200,2024-08-04 21:00:00 +0000 UTC,-41.810147,-68.906269,1,4.5,66,1013,6.9,7.97,5.69,,,,,-10800,overcast clouds,04d,804,Clouds,322,,3.46
Patagonia,100,1722808800,2024-08-04 22:00:00 +0000 UTC,-41.810147,-68.906269,0.03,2.72,70,1014,5.04,6.11,4.02,,,,,-10800,overcast clouds,04n,804,Clouds,320,,2.78
Patagonia,100,1722812400,2024-08-04 23:00:00 +0000 UTC,-41.810147,-68.906269,0.27,2.39,74,1014,4.49,5.56,3.43,,,,,-10800,overcast clouds,04n,804,Clouds,323,,2.39
Patagonia,100,1722816000,2024-08-05 00:00:00 +0000 UTC,-41.810147,-68.906269,0.54,2.36,76,1015,4.39,5.43,3.35,,,,,-10800,overcast clouds,04n,804,Clouds,331,,2.3
Patagonia,100,1722819600,2024-08-05 01:00:00 +0000 UTC,-41.810147,-68.906269,0.71,2.5,78,1015,4.2,5.18,3.12,,,,,-10800,overcast clouds,04n,804,Clouds,346,,1.94
Patagonia,86,1722823200,2024-08-05 02:00:00 +0000 UTC,-41.810147,-68.906269,0.5,1.8,80,1015,3.62,4.75,2.76,,,,,-10800,overcast clouds,04n,804,Clouds,29,,1.96
Patagonia,96,1722826800,2024-08-05 03:00:00 +0000 UTC,-41.810147,-68.906269,0.62,0.96,83,1015,3.22,4.45,2.25,0.22,,,,-10800,light rain,10n,500,Rain,39,,2.32
Patagonia,86,1722830400,2024-08-05 04:00:00 +0000 UTC,-41.810147,-68.906269,0.51,0.27,85,1015,2.78,3.87,1.85,0.19,,,,-10800,light rain,10n,500,Rain,57,,2.5
Patagonia,93,1722834000,2024-08-05 05:00:00 +0000 UTC,-41.810147,-68.906269,0.2,-0.12,85,1015,2.46,3.47,1.51,0.44,,,,-10800,light rain,10n,500,Rain,69,,2.51
Patagonia,83,1722837600,2024-08-05 06:00:00 +0000 UTC,-41.810147,-68.906269,0.18,-0.6,86,1014,2.28,3.33,1.19,,,,,-10800,broken clouds,04n,803,Clouds,62,,2.81
Patagonia,71,1722841200,2024-08-05 07:00:00 +0000 UTC,-41.810147,-68.906269,0.11,-0.57,85,1014,2.37,3.34,1.15,,,,,-10800,broken clouds,04n,803,Clouds,62,,2.9
Patagonia,52,1722844800,2024-08-05 08:00:00 +0000 UTC,-41.810147,-68.906269,0.06,0.03,82,1014,2.82,3.76,1.56,0.1,,,,-10800,light rain,10n,500,Rain,63,,2.83
Patagonia,59,1722848400,2024-08-05 09:00:00 +0000 UTC,-41.810147,-68.906269,0.71,0.79,82,1014,3.49,3.72,3.09,0.2,,,,-10800,light rain,10n,500,Rain,64,,2.88
Patagonia,57,1722852000,2024-08-05 10:00:00 +0000 UTC,-41.810147,-68.906269,0.98,0.64,83,1014,3.59,4.38,2.31,,,,,-10800,broken clouds,04n,803,Clouds,64,,3.23
Patagonia,73,1722855600,2024-08-05 11:00:00 +0000 UTC,-41.810147,-68.906269,1.12,0.76,84,1015,3.57,4.4,2.38,,,,,-10800,broken clouds,04n,803,Clouds,65,,3.04
Patagonia,53,1722859200,2024-08-05 12:00:00 +0000 UTC,-41.810147,-68.906269,1.31,1,84,1015,3.76,4.57,2.78,,,,,-10800,broken clouds,04d,803,Clouds,73,,3.02
Patagonia,58,1722862800,2024-08-05 13:00:00 +0000 UTC,-41.810147,-68.906269,1.45,1.33,84,1015,3.9,4.58,2.99,,,,,-10800,broken clouds,04d,803,Clouds,69,,2.82
Patagonia,51,1722866400,2024-08-05 14:00:00 +0000 UTC,-41.810147,-68.906269,1.71,2.37,81,1015,4.69,5.37,3.85,,,,,-10800,broken clouds,04d,803,Clouds,41,,2.7
Patagonia,32,1722870000,2024-08-05 15:00:00 +0000 UTC,-41.810147,-68.906269,2.59,3.37,79,1014,5.95,6.6,5.32,,,,,-10800,scattered clouds,03d,802,Clouds,12,,3.41
Patagonia,81,1722873600,2024-08-05 16:00:00 +0000 UTC,-41.810147,-68.906269,3,4.08,75,1013,7.13,8.02,6.32,,,,,-10800,broken clouds,04d,803,Clouds,348,,4.81
Patagonia,90,1722877200,2024-08-05 17:00:00 +0000 UTC,-41.810147,-68.906269,2.51,5.12,68,1012,8.05,9.1,7.13,,,,,-10800,overcast clouds,04d,804,Clouds,338,,5.08
Patagonia,75,1722880800,2024-08-05 18:00:00 +0000 UTC,-41.810147,-68.906269,1.65,5.48,63,1012,8.27,9.3,7.31,,,,,-10800,broken clouds,04d,803,Clouds,329,,4.86
Patagonia,60,1722884400,2024-08-05 19:00:00 +0000 UTC,-41.810147,-68.906269,1.13,5.5,61,1012,8.2,9.25,7.11,,,,,-10800,broken clouds,04d,803,Clouds,320,,4.61
Patagonia,20,1722888000,2024-08-05 20:00:00 +0000 UTC,-41.810147,-68.906269,0.95,4.58,64,1012,7.3,8.2,6.19,,,,,-10800,few clouds,02d,801,Clouds,314,,4.21
Patagonia,5,1722891600,2024-08-05 21:00:00 +0000 UTC,-41.810147,-68.906269,1.26,4.09,69,1013,6.53,7.43,5.45,,,,,-10800,sky is clear,01d,800,Clear,314,,3.39
Patagonia,11,1722895200,2024-08-05 22:00:00 +0000 UTC,-41.810147,-68.906269,0.71,2.32,75,1015,4.76,5.61,3.77,,,,,-10800,few clouds,02n,801,Clouds,311,,2.87
Patagonia,3,1722898800,2024-08-05 23:00:00 +0000 UTC,-41.810147,-68.906269,0.13,1.23,79,1015,3.42,4.28,2.45,,,,,-10800,sky is clear,01n,800,Clear,305,,2.29
Patagonia,3,1722902400,2024-08-06 00:00:00 +0000 UTC,-41.810147,-68.906269,-0.43,0.1,81,1016,2.44,3.33,1.68,,,,,-10800,sky is clear,01n,800,Clear,300,,2.26
Patagonia,0,1722906000,2024-08-06 01:00:00 +0000 UTC,-41.810147,-68.906269,-0.37,0.05,82,1017,2.33,3.25,1.54,,,,,-10800,sky is clear,01n,800,Clear,297,,2.19
Patagonia,0,1722909600,2024-08-06 02:00:00 +0000 UTC,-41.810147,-68.906269,-0.75,-0.69,83,1018,1.72,2.61,0.74,,,,,-10800,sky is clear,01n,800,Clear,299,,2.21
Patagonia,0,1722913200,2024-08-06 03:00:00 +0000 UTC,-41.810147,-68.906269,-0.94,-1.07,84,1018,1.34,2.18,0.27,,,,,-10800,sky is clear,01n,800,Clear,301,,2.15
Patagonia,0,1722916800,2024-08-06 04:00:00 +0000 UTC,-41.810147,-68.906269,-0.79,-1.15,85,1019,1.34,2.14,0.2,,,,,-10800,sky is clear,01n,800,Clear,294,,2.22
Patagonia,1,1722920400,2024-08-06 05:00:00 +0000 UTC,-41.810147,-68.906269,-1.07,-2.01,89,1019,0.39,1.3,-0.83,,,,,-10800,sky is clear,01n,800,Clear,281,,2.01
Patagonia,1,1722924000,2024-08-06 06:00:00 +0000 UTC,-41.810147,-68.906269,-1.2,-2,88,1019,0.39,1.2,-0.72,,,,,-10800,sky is clear,01n,800,Clear,262,,2
Patagonia,0,1722927600,2024-08-06 07:00:00 +0000 UTC,-41.810147,-68.906269,-1.4,-2.18,87,1020,0.32,1.1,-0.81,,,,,-10800,sky is clear,01n,800,Clear,251,,2.08
Patagonia,1,1722931200,2024-08-06 08:00:00 +0000 UTC,-41.810147,-68.906269,-1.41,-2.26,86,1019,0.47,1.26,-0.65,,,,,-10800,sky is clear,01n,800,Clear,244,,2.3
Patagonia,6,1722934800,2024-08-06 09:00:00 +0000 UTC,-41.810147,-68.906269,-1.31,-2.28,86,1020,0.58,1.38,-0.47,,,,,-10800,sky is clear,01n,800,Clear,238,,2.45
Patagonia,15,1722938400,2024-08-06 10:00:00 +0000 UTC,-41.810147,-68.906269,-2.14,-3.75,87,1021,-0.47,0.33,-1.5,,,,,-10800,few clouds,02n,801,Clouds,225,,2.67
Patagonia,32,1722942000,2024-08-06 11:00:00 +0000 UTC,-41.810147,-68.906269,-1.64,-3.4,87,1021,0.05,0.89,-0.98,,,,,-10800,scattered clouds,03n,802,Clouds,221,,2.96
Patagonia,67,1722945600,2024-08-06 12:00:00 +0000 UTC,-41.810147,-68.906269,-1.37,-3.26,87,1022,0.35,1.16,-0.6,,,,,-10800,broken clouds,04d,803,Clouds,218,,3.21
Patagonia,81,1722949200,2024-08-06 13:00:00 +0000 UTC,-41.810147,-68.906269,-0.95,-2.25,84,1022,1.33,2.25,0.23,,,,,-10800,broken clouds,04d,803,Clouds,216,,3.44
Patagonia,88,1722952800,2024-08-06 14:00:00 +0000 UTC,-41.810147,-68.906269,-0.58,-1.27,78,1022,2.79,3.88,1.43,,,,,-10800,overcast clouds,04d,804,Clouds,210,,4.7
